Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Influence
ID:76561198025496272,20.00000,20.00000,7.97769,20.00000,20.00000,7.00311,20.00000,6.69300,5.19283,20.00000,3.98644,20.00000,3.58968,20.00000,20.00000,20.00000,20.00000,618,0,1432,0,4229,2595,0,2140,5063,0,5505,8179,3077,0,0,0,0,17.02604
ID:76561198370785662,6.34292,20.00000,10.49217,3.03298,20.00000,13.53093,20.00000,20.00000,6.63494,20.00000,6.87897,20.00000,4.25679,20.00000,20.00000,20.00000,20.00000,3884,0,2002,7517,0,1330,0,2880,2839,0,5657,0,5732,0,0,0,0,17.02507
ID:76561198042501120,4.34717,20.00000,5.38727,20.00000,5.35914,20.00000,20.00000,20.00000,6.07375,5.35305,20.00000,2.82347,3.93447,20.00000,20.00000,20.00000,20.00000,3807,0,2831,0,3552,0,0,0,3464,0,0,10544,3324,0,4469,0,0,17.02441
ID:76561198237841966,20.00000,20.00000,9.28299,20.00000,20.00000,8.81531,5.59833,20.00000,6.56280,20.00000,20.00000,2.64317,3.76976,20.00000,20.00000,20.00000,20.00000,0,0,2817,6983,3986,1933,353,0,2614,0,4786,12106,5904,0,3003,0,80,17.01871
ID:76561198028741570,20.00000,12.15250,20.00000,20.00000,6.93760,8.67814,4.60411,6.72047,4.53802,5.44231,4.47650,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4886,884,444,2249,5787,0,5102,0,0,0,0,0,0,17.01747
ID:76561198030174809,20.00000,20.00000,20.00000,2.90152,7.42115,6.67819,20.00000,20.00000,4.52918,20.00000,5.08982,2.85884,3.03587,20.00000,20.00000,20.00000,20.00000,2352,0,612,0,0,913,0,0,2386,0,4219,8681,3999,0,0,0,0,16.99594
ID:76561198160411969,20.00000,5.83355,20.00000,2.91895,4.38751,20.00000,6.87969,6.90167,20.00000,3.17086,20.00000,4.21974,20.00000,20.00000,20.00000,20.00000,20.00000,938,15124,307,0,0,0,507,3985,543,0,0,0,1520,0,0,0,0,16.98529
ID:76561198317691797,20.00000,20.00000,10.05646,20.00000,8.32809,6.66871,20.00000,7.09699,6.56825,20.00000,5.37068,20.00000,3.47314,20.00000,20.00000,20.00000,20.00000,733,0,835,0,4403,1154,0,4170,2975,5203,5176,8894,3980,0,0,0,0,16.98039
ID:76561198009772911,20.00000,20.00000,20.00000,3.66767,6.84150,7.11030,4.80393,20.00000,20.00000,3.53755,20.00000,2.66457,3.18092,20.00000,20.00000,20.00000,20.00000,0,0,0,10220,3748,2751,431,0,0,4363,0,0,2829,0,9067,0,0,16.97786
ID:76561198391412694,20.00000,9.74126,7.12765,20.00000,20.00000,20.00000,4.21385,7.26493,6.27170,20.00000,5.02995,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1695,0,2087,0,4355,406,420,3230,4401,0,4073,0,1522,0,5623,747,1035,16.96213
ID:76561198414137465,20.00000,5.25466,20.00000,3.08657,4.76288,20.00000,4.30386,5.87612,20.00000,3.79826,20.00000,5.36052,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,456,0,0,0,0,2810,0,0,4582,0,811,0,1783,3006,0,16.95685
ID:76561198090430206,4.96700,20.00000,20.00000,3.01819,20.00000,20.00000,8.46235,8.70532,20.00000,20.00000,6.05556,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5341,7310,0,7697,0,0,602,3088,0,5665,6785,8493,1623,0,12564,378,0,16.94602
ID:76561198113967757,3.51761,20.00000,20.00000,20.00000,8.08798,20.00000,20.00000,20.00000,5.07473,20.00000,20.00000,2.80782,3.19406,20.00000,3.23821,20.00000,20.00000,2119,0,0,0,4624,0,0,0,2527,0,0,9090,4259,0,18098,9459,0,16.94093
ID:76561198117749599,20.00000,20.00000,7.21030,1.76409,20.00000,20.00000,20.00000,20.00000,20.00000,2.59594,20.00000,2.16879,2.63417,20.00000,20.00000,20.00000,20.00000,0,0,943,7170,0,0,0,0,0,0,0,0,2073,0,0,0,0,16.92861
ID:76561198240685492,20.00000,20.00000,12.25310,2.98840,6.87375,12.45755,5.59151,9.02953,20.00000,20.00000,5.58846,3.05233,20.00000,20.00000,20.00000,20.00000,20.00000,1490,0,1045,0,0,1519,324,2058,1141,0,4532,0,1301,0,0,297,0,16.92744
ID:76561198060310297,20.00000,20.00000,20.00000,2.04584,6.73381,20.00000,3.50848,20.00000,20.00000,20.00000,20.00000,2.55396,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,11893,5548,0,375,0,726,0,0,17441,1266,0,0,0,0,16.92330
ID:76561198840989358,20.00000,20.00000,20.00000,2.64585,20.00000,6.29738,4.28518,7.78365,20.00000,20.00000,5.41401,3.35612,3.50804,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3672,1282,444,2015,2188,0,5280,0,4946,0,0,0,0,16.91984
ID:76561198087950038,20.00000,9.54997,20.00000,20.00000,6.62314,20.00000,6.18977,6.94963,20.00000,5.86200,4.93248,20.00000,4.00750,20.00000,20.00000,20.00000,20.00000,0,0,216,0,0,0,843,2679,0,0,6022,0,4826,0,0,0,336,16.91747
ID:76561198211054565,5.94866,20.00000,11.58610,20.00000,20.00000,20.00000,7.99355,8.75183,20.00000,20.00000,6.52088,20.00000,6.79990,20.00000,20.00000,20.00000,20.00000,6816,0,1512,0,0,316,532,4854,0,6255,5671,8142,4770,0,0,12719,0,16.91440
ID:76561198802745709,20.00000,20.00000,20.00000,3.04402,20.00000,20.00000,20.00000,7.32122,20.00000,4.00638,20.00000,3.30623,20.00000,20.00000,20.00000,20.00000,20.00000,3634,7638,0,10416,3451,0,0,4802,1112,9770,2669,0,936,0,5274,0,0,16.90647
ID:76561199093502035,20.00000,20.00000,5.57658,20.00000,7.63867,7.94442,20.00000,6.83172,4.73234,6.12080,20.00000,3.10987,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1529,7804,0,2572,0,2987,3053,0,0,8200,0,0,1929,405,2,16.90370
ID:76561198065768323,20.00000,10.40886,7.47086,4.55499,20.00000,7.69645,8.64491,20.00000,20.00000,5.12704,20.00000,20.00000,4.79222,20.00000,20.00000,20.00000,20.00000,0,0,2723,0,0,1147,1336,0,0,0,0,0,7075,0,0,7142,0,16.90018
ID:76561198334278509,20.00000,20.00000,20.00000,2.80342,6.89619,7.06145,20.00000,8.01350,6.20261,20.00000,5.33088,2.76721,4.10553,20.00000,20.00000,20.00000,20.00000,723,0,443,0,0,1293,0,0,3263,0,5676,0,4761,0,0,0,0,16.89438
ID:76561198163913014,20.00000,20.00000,20.00000,20.00000,20.00000,9.24649,20.00000,9.32321,20.00000,5.27461,20.00000,5.08832,20.00000,20.00000,20.00000,20.00000,20.00000,1911,6524,223,0,4201,2773,404,5134,1543,8209,2741,8520,0,0,12518,0,0,16.88636
ID:76561198075586767,20.00000,6.83057,20.00000,2.94592,20.00000,20.00000,20.00000,7.60936,20.00000,20.00000,20.00000,2.76075,20.00000,20.00000,20.00000,20.00000,20.00000,2172,9030,0,11173,4618,0,362,5243,0,8480,0,11141,851,0,8116,0,0,16.88068
ID:76561198070995488,5.12699,8.46491,20.00000,4.54438,8.11451,8.49034,20.00000,5.52480,20.00000,5.33853,20.00000,4.55890,20.00000,20.00000,20.00000,20.00000,20.00000,5175,0,312,0,0,571,0,0,0,4619,0,0,0,0,11527,3405,5682,16.87989
ID:76561198063257355,20.00000,20.00000,20.00000,20.00000,7.92242,20.00000,20.00000,20.00000,6.07651,20.00000,20.00000,2.25804,5.29049,20.00000,20.00000,20.00000,20.00000,0,0,0,17579,6516,0,0,0,4186,0,0,13042,4697,1573,0,0,0,16.87450
ID:76561198379326057,4.34952,8.56520,20.00000,4.21346,7.57636,20.00000,20.00000,20.00000,20.00000,4.63045,20.00000,3.01385,20.00000,20.00000,20.00000,20.00000,20.00000,4437,9289,0,7620,3574,377,0,0,0,4958,3606,10732,0,0,14046,0,0,16.87106
ID:76561198063735424,2.73481,20.00000,20.00000,20.00000,20.00000,3.10203,20.00000,3.33400,20.00000,3.36449,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,6072,0,0,0,0,847,0,7092,0,0,5107,0,0,0,0,0,0,16.86964
ID:76561198828817368,5.23734,20.00000,3.53534,2.22036,20.00000,20.00000,4.77093,5.93200,20.00000,4.28928,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3831,0,3581,6368,0,0,346,2850,0,4912,0,0,0,0,0,0,0,16.86878
ID:76561198175040255,20.00000,8.02450,20.00000,2.84034,20.00000,20.00000,5.20777,20.00000,20.00000,20.00000,3.51741,2.82700,20.00000,20.00000,20.00000,20.00000,20.00000,0,11057,251,13054,0,0,663,0,672,0,5597,9709,0,0,0,518,0,16.85876
ID:76561198098039140,5.72665,11.64234,20.00000,2.49219,8.66410,9.83820,5.38906,20.00000,20.00000,20.00000,4.82422,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2283,0,277,0,4026,2150,554,2960,0,0,5501,11395,3004,0,0,0,0,16.85323
ID:76561198053901339,6.59700,10.61079,20.00000,20.00000,7.49271,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.93878,20.00000,20.00000,20.00000,20.00000,6488,7373,0,17829,4736,1361,0,0,554,5799,0,0,6965,0,0,4041,0,16.84647
ID:76561198166841770,4.55296,10.64243,20.00000,4.45918,20.00000,20.00000,20.00000,8.02283,20.00000,3.33714,20.00000,2.48803,20.00000,20.00000,20.00000,20.00000,20.00000,4156,7058,0,6537,0,452,528,4790,0,6045,0,9273,0,0,0,0,0,16.84495
ID:76561198018535766,20.00000,20.00000,20.00000,3.05106,20.00000,20.00000,5.28488,7.71488,20.00000,20.00000,4.89268,2.70004,20.00000,20.00000,20.00000,20.00000,20.00000,0,6619,467,8965,0,1890,892,1860,0,5053,5162,12904,0,0,1302,364,0,16.82763
ID:76561198284717990,20.00000,20.00000,10.36088,2.96771,8.57029,8.18964,6.39124,9.62990,20.00000,20.00000,5.39557,2.80727,4.14078,20.00000,20.00000,20.00000,20.00000,0,0,1269,0,0,2113,0,2091,0,0,2927,11002,2873,0,0,0,0,16.81938
ID:76561198045232608,20.00000,20.00000,20.00000,2.90749,20.00000,4.25883,4.29305,20.00000,20.00000,20.00000,20.00000,5.12818,4.22669,20.00000,20.00000,20.00000,20.00000,1060,0,185,8530,5763,3096,334,0,1367,0,1068,8572,5424,0,0,0,0,16.81901
ID:76561198072040038,4.44133,20.00000,20.00000,3.95526,4.98990,6.58243,20.00000,7.45443,20.00000,2.61603,20.00000,2.76612,20.00000,20.00000,20.00000,20.00000,20.00000,4197,0,0,0,0,2403,0,3773,0,0,1682,0,0,0,6951,0,0,16.81503
ID:76561198123115586,20.00000,8.17173,20.00000,2.96335,20.00000,7.83708,4.03840,20.00000,5.11147,5.43311,5.11546,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2477,0,240,0,0,3666,317,0,3005,4202,5856,0,720,0,0,0,0,16.80728
ID:76561198966477508,5.00778,20.00000,7.97644,20.00000,8.77895,10.76676,6.42402,7.21628,20.00000,20.00000,5.63516,20.00000,3.91214,20.00000,20.00000,20.00000,20.00000,2708,0,1507,0,4603,1495,0,2364,0,6111,5408,0,3868,0,10675,937,0,16.79726
ID:76561198078984591,20.00000,20.00000,10.70792,20.00000,8.54735,11.46040,20.00000,20.00000,7.62203,20.00000,5.83170,3.95994,3.87187,20.00000,20.00000,20.00000,20.00000,712,0,2217,0,4804,2401,324,0,4445,0,3916,9308,3953,0,9528,260,0,16.79574
ID:76561198105678553,20.00000,3.19044,20.00000,1.87880,20.00000,20.00000,20.00000,20.00000,20.00000,2.21571,20.00000,1.90854,20.00000,20.00000,20.00000,20.00000,20.00000,0,5987,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,16.79201
ID:76561198057214717,5.70372,20.00000,8.78531,20.00000,20.00000,6.85070,3.85141,20.00000,20.00000,20.00000,20.00000,2.39149,3.43487,20.00000,20.00000,20.00000,20.00000,5035,0,2484,7475,0,3418,343,0,2509,0,4254,0,4167,0,0,1910,0,16.79183
ID:76561198055214966,20.00000,20.00000,7.51303,2.70641,5.39174,20.00000,20.00000,20.00000,4.27563,20.00000,20.00000,2.82674,20.00000,20.00000,20.00000,20.00000,20.00000,1032,0,2230,0,5768,0,0,0,2931,0,0,12819,0,28,7049,0,0,16.78971
ID:76561198050813988,20.00000,20.00000,5.07658,3.40082,8.80408,7.10494,20.00000,8.04957,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,3932,6313,4324,3463,0,3478,2479,0,0,0,0,0,0,0,0,16.78831
ID:76561198422104849,20.00000,5.52046,5.81758,20.00000,7.15372,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,16981,5330,11490,6779,377,0,0,1573,5473,0,10604,0,0,0,0,0,16.78805
ID:76561198077797957,20.00000,20.00000,5.38432,3.03373,6.57044,7.52068,20.00000,5.27024,20.00000,5.48625,20.00000,2.92534,20.00000,20.00000,20.00000,20.00000,20.00000,772,0,2161,7551,0,2558,0,0,0,0,0,0,1735,0,14375,2570,0,16.78271
ID:76561198075507415,20.00000,20.00000,20.00000,2.99149,7.38368,20.00000,4.79815,7.73718,20.00000,5.11358,4.86216,2.90481,20.00000,20.00000,20.00000,20.00000,20.00000,1309,0,224,6716,0,578,0,2372,2316,5226,4844,8698,1458,0,0,0,0,16.77914
ID:76561198346555682,3.01982,20.00000,6.32310,20.00000,20.00000,20.00000,4.23725,8.50021,20.00000,20.00000,4.21410,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,7590,0,4305,0,0,0,0,3579,990,0,7150,0,0,0,0,13510,0,16.77687
ID:76561198107173555,20.00000,20.00000,20.00000,2.86532,4.48918,20.00000,20.00000,20.00000,3.48865,20.00000,20.00000,2.34873,2.98699,20.00000,20.00000,20.00000,20.00000,0,0,978,0,3874,0,0,0,3709,0,0,0,5533,0,2468,0,0,16.77437
ID:76561198145908070,20.00000,20.00000,20.00000,20.00000,8.14426,11.35429,5.99842,8.68356,6.52543,20.00000,6.24393,20.00000,4.36357,20.00000,20.00000,20.00000,20.00000,2839,0,0,0,5592,4029,536,3012,5101,0,5659,0,5687,0,0,0,0,16.77051
ID:76561197968532675,20.00000,10.66105,20.00000,3.04313,20.00000,9.25853,20.00000,9.23624,20.00000,2.49039,20.00000,4.64532,20.00000,20.00000,20.00000,20.00000,20.00000,1962,0,216,9321,0,2965,0,1728,0,5507,0,14234,0,0,0,448,0,16.76628
ID:76561198082562941,20.00000,12.17879,8.62715,2.77545,8.24444,20.00000,5.90084,8.96451,20.00000,20.00000,5.14272,2.73949,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,2207,0,0,488,349,0,0,5066,3529,8911,0,0,4168,296,0,16.76564
ID:76561198045702381,20.00000,20.00000,20.00000,20.00000,20.00000,9.27561,5.75705,7.17826,7.17995,20.00000,20.00000,5.33383,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,267,0,0,3828,396,0,3831,0,1183,0,708,0,9616,0,0,16.75632
ID:76561198044451800,20.00000,6.69040,4.86778,20.00000,20.00000,10.02509,4.16337,4.63330,20.00000,4.52882,20.00000,20.00000,3.15850,20.00000,20.00000,20.00000,20.00000,0,0,3584,0,0,2500,350,2033,0,4312,4112,8672,3705,0,0,0,0,16.75604
ID:76561198295026287,5.04514,20.00000,10.33200,20.00000,20.00000,9.98093,7.73507,8.82847,7.20418,20.00000,6.05728,20.00000,3.66005,20.00000,20.00000,20.00000,20.00000,4075,0,1937,0,4069,1839,305,2581,2387,0,4547,0,4859,0,0,0,0,16.75007
ID:76561198132010235,20.00000,20.00000,20.00000,2.84408,20.00000,8.68156,5.33243,9.68677,6.12974,5.85430,5.15252,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,5570,1280,391,4198,4441,4486,5227,0,1139,0,0,0,0,16.74437
ID:76561198283699969,9.83292,7.93502,11.55251,3.07460,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.91024,20.00000,20.00000,20.00000,20.00000,20.00000,5724,6672,3667,6457,3996,0,0,0,965,0,0,8160,0,0,10308,1777,0,16.74355
ID:76561198130603963,20.00000,20.00000,20.00000,4.35147,4.91341,20.00000,20.00000,20.00000,4.94957,4.55061,20.00000,4.81553,3.18540,20.00000,20.00000,20.00000,20.00000,0,0,471,0,0,0,0,0,3225,0,0,9112,3482,149,11973,0,0,16.74054
Nin10do0014,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,28856,0,0,0,0,0,5718,0,0,0,0,0,0,0,16.73212
ID:76561197986464279,20.00000,20.00000,6.77140,20.00000,7.12436,20.00000,3.93992,20.00000,20.00000,20.00000,20.00000,5.13699,20.00000,20.00000,20.00000,20.00000,20.00000,1239,0,4936,8647,4459,0,286,0,1336,10070,0,12762,727,2,0,0,0,16.72796
ID:76561198064128278,20.00000,20.00000,20.00000,2.77374,6.37845,6.19413,4.66509,6.99793,20.00000,20.00000,20.00000,2.72982,2.74640,20.00000,20.00000,20.00000,20.00000,0,0,562,0,0,1754,324,2783,0,0,1709,0,3785,0,0,0,0,16.72597
ID:76561198089652785,20.00000,20.00000,20.00000,2.80908,20.00000,10.64443,7.18699,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2039,0,0,20070,5285,1542,386,0,530,6113,2107,17481,0,0,0,0,0,16.72209
ID:76561198809715566,20.00000,20.00000,20.00000,3.81972,20.00000,20.00000,3.91427,5.48151,20.00000,6.14479,20.00000,20.00000,3.66032,20.00000,20.00000,20.00000,20.00000,0,5623,0,6412,0,369,328,4116,0,6423,0,8281,4692,0,5021,0,0,16.72059
ID:76561198411338055,5.17781,11.93774,20.00000,2.69035,4.74048,20.00000,6.62331,20.00000,4.73365,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4932,0,0,0,3625,0,526,0,1843,13204,2373,0,0,0,4265,0,0,16.71652
ID:76561198217673873,20.00000,20.00000,5.73825,20.00000,20.00000,6.34598,5.39439,7.30118,20.00000,20.00000,4.20801,20.00000,3.41107,20.00000,20.00000,20.00000,20.00000,749,0,1530,8337,0,765,411,1800,1003,0,5020,8741,1872,0,1367,0,0,16.71586
J3Xtrom,2.19105,20.00000,20.00000,4.31030,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.34607,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,10000,0,410,9351,0,0,0,0,0,0,3317,0,1234,0,0,0,0,16.70223
ID:76561199122436397,20.00000,10.39542,20.00000,2.57396,20.00000,20.00000,5.64874,5.82973,20.00000,3.53939,2.96213,3.99926,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,208,0,0,0,280,0,624,0,5663,0,767,0,0,6124,58,16.68092
ID:76561198193327169,20.00000,10.57608,20.00000,2.85647,7.95780,7.64245,5.09383,6.71568,20.00000,5.92607,3.52712,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1148,0,2320,0,0,5586,8394,2144,0,0,0,0,16.66154
ID:76561198051685009,4.55414,20.00000,20.00000,2.92434,8.37407,20.00000,5.70485,7.99816,20.00000,20.00000,5.14155,2.65936,20.00000,20.00000,20.00000,20.00000,20.00000,4325,0,0,7072,3615,0,595,3146,693,0,5969,0,0,0,0,0,0,16.65579
ID:76561198049825208,20.00000,7.59173,20.00000,4.19391,5.91038,20.00000,20.00000,5.98329,20.00000,20.00000,20.00000,2.87519,2.59914,20.00000,20.00000,20.00000,20.00000,857,0,191,0,0,420,0,2570,629,0,0,8062,3841,0,12011,521,0,16.64657
ID:76561198441757379,20.00000,20.00000,9.48941,3.01650,20.00000,20.00000,6.33708,8.02188,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,9999,6259,2249,7118,0,0,515,3523,0,5290,6641,10261,0,0,0,2080,0,16.63834
ID:76561198342951233,20.00000,20.00000,20.00000,2.73664,8.75491,2.43440,20.00000,6.35320,4.13156,4.24578,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7475,0,890,0,2055,3344,0,2690,9611,0,0,0,0,0,16.63305
ID:76561198399085505,5.15318,4.50676,20.00000,2.58343,20.00000,20.00000,20.00000,6.09114,20.00000,5.78326,20.00000,2.88602,3.59878,20.00000,20.00000,20.00000,20.00000,1673,7040,0,7165,0,0,0,2276,0,0,0,0,2146,0,3405,95,0,16.62982
ID:76561198144154316,20.00000,20.00000,6.25009,3.73071,7.11242,6.29121,4.06053,4.73435,20.00000,4.48848,20.00000,4.54605,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,3531,0,4869,617,275,0,1223,0,0,0,0,0,0,0,0,16.62546
ID:76561198042666808,20.00000,5.98554,20.00000,2.70099,20.00000,6.20917,5.67837,8.95521,20.00000,20.00000,20.00000,2.72782,3.15184,20.00000,20.00000,20.00000,20.00000,927,0,288,0,4234,2900,348,3423,0,0,0,0,4250,0,0,0,0,16.62200
ID:76561198307358248,5.13616,20.00000,20.00000,20.00000,20.00000,8.10091,5.49227,8.63032,20.00000,4.83592,5.46198,2.82498,4.53006,20.00000,20.00000,20.00000,20.00000,4660,0,513,0,0,903,0,0,1961,0,4329,8084,4785,0,3805,1308,0,16.61763
ID:76561198280899131,20.00000,12.09212,5.15384,2.94723,6.31590,4.37688,4.77805,6.87142,20.00000,5.66154,20.00000,20.00000,3.29813,20.00000,20.00000,20.00000,20.00000,0,0,2239,0,0,613,294,0,0,0,0,0,2648,0,0,0,0,16.61430
ID:76561198178717987,4.62574,20.00000,20.00000,20.00000,20.00000,8.38708,7.23192,7.98252,6.28011,20.00000,5.57065,20.00000,3.35438,20.00000,20.00000,20.00000,20.00000,4574,0,192,0,4550,2732,591,3094,3683,4314,4616,0,3505,0,0,0,0,16.61347
ID:76561199091645586,20.00000,9.56698,6.87912,4.07937,6.42359,20.00000,4.77153,20.00000,20.00000,3.85224,20.00000,5.20137,20.00000,20.00000,20.00000,20.00000,20.00000,2788,6063,3496,0,3751,1059,436,0,0,0,3022,0,1403,0,5420,4580,0,16.61130
ID:76561198234863088,3.25073,20.00000,20.00000,2.10946,3.00941,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1.90651,2.45844,20.00000,20.00000,20.00000,20.00000,4411,0,0,0,0,0,0,0,0,0,0,0,3176,0,0,0,0,16.60989
ID:76561199087549596,20.00000,20.00000,5.86439,20.00000,8.94392,4.98256,20.00000,20.00000,20.00000,20.00000,5.04983,2.75532,3.50346,20.00000,20.00000,20.00000,20.00000,910,0,719,0,0,3001,0,0,0,0,5663,8361,3297,0,1984,0,0,16.60840
ID:76561198282363866,20.00000,4.88892,20.00000,2.72141,4.40791,20.00000,4.30086,4.15719,20.00000,3.04104,20.00000,3.55714,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,958,0,2148,0,0,0,0,830,0,0,0,0,16.60681
ID:76561198105802328,20.00000,7.09484,20.00000,4.75795,20.00000,5.00653,4.88036,20.00000,20.00000,3.64049,3.30666,3.13487,20.00000,20.00000,20.00000,20.00000,20.00000,2062,0,388,0,0,1021,372,0,708,0,4626,0,0,0,5281,0,519,16.60412
ID:76561198045521097,5.89550,20.00000,20.00000,3.06609,8.29769,7.40090,9.24842,20.00000,20.00000,20.00000,7.00398,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4490,6012,0,0,0,1748,614,3788,1475,0,4065,8159,2452,0,11142,2277,0,16.60156
ID:76561198043710982,20.00000,20.00000,7.27485,2.82370,6.91162,11.31824,6.72255,8.86216,6.14327,20.00000,6.32212,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,864,0,0,1600,442,2526,3651,0,3333,0,935,0,0,0,0,16.59796
ID:76561198065298583,20.00000,7.65110,5.31069,20.00000,6.53148,6.77426,20.00000,6.47600,20.00000,5.53825,20.00000,5.34308,20.00000,20.00000,20.00000,20.00000,20.00000,2558,5504,7073,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,16.58613
ID:76561198420972086,20.00000,8.82164,20.00000,2.09519,7.60587,20.00000,6.57546,20.00000,20.00000,20.00000,5.80410,4.62213,20.00000,20.00000,20.00000,20.00000,20.00000,0,5703,0,0,6176,0,560,0,3016,4690,6659,11190,0,0,0,0,33,16.58310
ID:76561198090914105,20.00000,20.00000,20.00000,20.00000,20.00000,11.51318,4.23957,9.09630,20.00000,20.00000,5.53070,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,9368,576,9572,4921,3224,464,4335,624,5442,4132,8727,0,0,2361,0,10692,16.57221
ID:76561198043862486,20.00000,20.00000,20.00000,2.93233,20.00000,8.95533,20.00000,20.00000,20.00000,3.97477,20.00000,4.04180,2.89558,20.00000,20.00000,20.00000,20.00000,0,8832,0,15783,0,2795,267,0,0,6954,0,11075,4705,0,14597,0,0,16.56631
ID:76561198062968658,20.00000,7.33061,20.00000,2.18351,7.31346,20.00000,20.00000,7.92638,20.00000,5.39075,20.00000,2.75905,20.00000,20.00000,20.00000,20.00000,20.00000,766,0,262,8466,4056,0,0,2505,1346,0,1204,9059,0,0,0,0,0,16.56550
ID:76561198082875662,7.11800,20.00000,10.66518,3.05456,8.06410,20.00000,20.00000,7.57880,20.00000,20.00000,6.76231,2.84470,4.93305,20.00000,20.00000,20.00000,20.00000,4331,7714,851,0,4411,0,374,0,0,0,4538,8059,3351,0,0,0,0,16.55491
ID:76561198278517929,20.00000,20.00000,20.00000,2.76893,5.29311,20.00000,20.00000,20.00000,20.00000,4.84583,20.00000,2.55055,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7745,3738,0,0,0,614,6243,0,8717,1431,0,18627,0,7350,16.55065
ID:76561198178117814,20.00000,20.00000,20.00000,20.00000,3.20338,20.00000,20.00000,20.00000,3.07771,20.00000,20.00000,2.23706,2.56446,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,3396,0,0,9753,4450,0,0,0,0,16.54369
ID:76561198082063067,3.67632,20.00000,6.06881,20.00000,20.00000,6.73622,20.00000,5.26408,20.00000,20.00000,20.00000,3.34311,3.02588,20.00000,20.00000,20.00000,20.00000,4668,0,2077,0,0,2516,0,2236,535,0,0,0,4501,0,16720,7683,1287,16.54204
ID:76561198032333733,20.00000,20.00000,20.00000,20.00000,20.00000,9.23568,4.98185,7.68027,6.05050,20.00000,5.39681,3.90262,3.88270,20.00000,20.00000,20.00000,20.00000,1916,0,181,0,0,1865,546,2702,4115,0,6183,8053,3976,0,0,0,0,16.54080
