Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
ID:76561198011222275,0,0,1632,0,0,0,3243,0,1584,0,0,0,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4439,0,124,1361,0,4611,367,0,77,607,0,3323,356,0,0,2432,0,0,0,0,0,0,0,0,0,0,0,0,3086,0,0,0,0,0,1310,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,885,0,0,0,0,0,0,0,0,0,0
ID:76561198110435176,1904,2360,0,0,656,0,0,0,278,881,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,2375,3446,0,0,279,0,0,0,226,1768,0,0,0,0,717,0,1801,0,1405,0,0,0,0,0,0,0,0,0,218,0,0,0,1195,0,4021,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198165277584,0,0,1526,0,0,1768,0,0,0,0,0,872,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4435,0,1405,1211,610,66,0,0,712,0,2030,187,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,285,0,0,2926,0,0,0,0,0,0,0,0,0,0
ID:76561198846757946,1491,0,0,0,0,0,0,0,1399,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,145,0,4202,2990,2513,0,0,3734,94,0,328,425,2978,0,2190,0,0,0,0,0,931,0,0,0,289,0,1066,0,2182,0,0,0,1093,0,271,9,0,0,0,0,99,0,453,0,0,0,0,0,2520,16,0,0,0,0,0,0,2863,237,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,151,313,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0
ID:76561198142485455,0,0,0,2441,4258,0,0,4423,1762,0,0,0,2486,0,0,0,0,0,0,0,969,0,0,0,61,0,0,0,3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,2166,557,3616,1437,295,599,992,2426,2857,348,0,0,1681,0,0,0,0,355,0,0,0,37,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0,0,0,0,0,0,0,1627,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0
ID:76561198074948344,0,0,1742,1395,0,2125,2750,4266,0,0,1937,1131,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,0,2051,0,1629,976,2317,0,4097,0,1603,0,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,3249,0,0,0,0,0,0,0,0,0,0,0,0,97,47,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,373,208,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198044513245,839,0,1194,0,3667,0,3508,3430,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,2575,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,460,1227,0,555,0,133,334,0,1542,0,1830,2894,0,1805,746,0,0,90,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,75,0,0,0,0,0,0,0,0,113,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,363,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0
ID:76561198052965822,0,918,0,2553,1087,0,0,1225,0,1971,1015,2983,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,1297,3831,0,4421,3809,4253,4179,2760,0,2361,0,2491,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,2087,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198000181104,0,840,0,0,1976,0,2580,0,0,2731,0,4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,3380,2966,0,2341,3640,1844,0,2633,252,4062,2859,3738,383,2507,3491,1528,231,1744,0,4838,0,0,0,0,0,1175,0,0,311,0,0,0,0,3962,0,0,0,0,0,0,0,692,0,0,0,4693,0,4344,747,0,0,0,206,1756,0,1085,0,0,111,0,261,1610,0,0,287,0,456,0,273,1762,0,0,0,2715,0,2433,0,0,0,0,0,0,0,0,174,0,0,0,0,3604,114,0,0,0,0,276,0,275,0,0
ID:76561198282304006,0,2243,1540,3157,0,865,317,1433,0,0,0,2708,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,1742,0,0,340,3351,0,0,2780,2661,0,1918,0,0,3347,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198037899690,0,326,0,424,0,319,0,0,0,436,0,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,0,3189,2414,0,3003,0,0,0,0,2286,0,3775,0,3299,4155,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198125819283,0,0,0,0,447,0,0,0,0,587,470,762,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,367,0,0,0,0,0,0,0,0,209,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,3550,0,4637,0,4895,3118,0,0,2395,0,1472,812,323,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,1908,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,782,0,0,0,0,0,0,0,0,359,0,0,370,0,0,638,0,0,0,0,1219,0,0,0,0,0,141,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198018285861,0,0,0,4510,1818,1244,1569,948,0,2179,0,4640,0,0,0,0,0,0,0,0,373,0,0,0,0,0,177,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142,315,4394,2106,2109,3093,0,785,0,826,0,0,0,0,0,0,0,0,220,0,0,0,0,0,175,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,0
ID:76561198209182463,0,0,1815,962,4418,0,0,0,1825,1482,0,1419,1967,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,3485,0,0,0,0,0,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,322,0,1255,0,0,0,0,0,636,0,0,3280,844,0,251,1482,0,0,0,0,1119,0,0,0,0,0,0,0,3091,0,0,0,0,0,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0
ID:76561198202242899,0,4846,969,0,2283,0,690,2126,0,822,794,3254,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,0,1645,0,2974,2836,4001,4351,1075,0,888,0,3448,0,3052,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morshu,111,2369,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,4669,0,0,0,0,0,0,0,0,0,0,0,548,101,0,0,0,0,0,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,4012,0,0,0,0,0,0,0,0,0,0,81,1741,333,3722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0
ID:76561198016728868,0,0,0,1382,1600,1686,1766,1309,0,2137,0,3020,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,709,0,0,0,0,0,733,0,0,0,0,0,0,0,60,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,4129,0,4058,0,0,1564,1336,3542,4324,2835,4723,0,0,0,933,4597,0,0,0,0,546,0,0,0,0,0,0,241,4560,0,0,0,0,0,1717,0,0,0,0,0,0,0,76,0,0,0,0,0,1702,0,0,0,0,0,0,192,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0
ID:76561198012731415,472,0,0,0,0,0,0,888,0,178,1471,3114,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,1811,0,2847,0,0,3448,0,3414,0,3556,2593,0,1913,0,2752,1960,0,0,0,0,0,0,0,0,0,0,0,0,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,0,3870,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,578,0,0,0,0,0,0,0,2514,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0
ID:76561198316703897,569,0,0,475,0,0,0,0,0,2523,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,812,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,1284,0,2854,572,0,0,0,0,3017,0,4505,2815,2707,0,1366,0,0,0,0,0,2308,0,0,0,0,0,0,0,2154,0,0,0,0,0,197,0,0,0,0,0,0,0,37,0,0,0,0,0,4091,0,0,0,0,0,0,0,343,0,0,0,0,0,2344,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0
ID:76561198027914834,1504,0,0,1301,0,0,2883,2445,902,0,1176,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,4429,0,0,3360,1517,1851,705,0,639,3506,3326,0,1735,0,0,0,0,0,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0,0,0,0,0,0,0,2669,0,0,0,0,0,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0
ID:76561198106565267,1742,0,1796,0,3466,2071,1305,1864,0,0,1775,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,1272,0,1451,1877,3906,1927,2336,2266,1428,1425,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198075081364,1750,3584,0,0,0,0,0,1902,0,0,1431,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,228,874,2737,2056,1148,4371,0,116,0,428,820,1978,4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798,0,0,0,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,0,0,0,0,0,0,0,0,0,0
ID:76561198370785662,1814,0,1772,2286,0,2604,0,4647,1490,0,2092,0,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,1222,2444,0,2349,0,2195,1438,0,745,0,311,0,0,0,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,3463,0,0,0,0,0,0,0,0,0,0,0,0,0,4070,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198347995708,589,4122,0,1591,0,376,0,206,0,882,0,3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,1237,0,0,0,2032,0,4402,0,0,4328,0,0,0,0,1812,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3149,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198067842069,1419,3187,0,0,3424,0,0,0,0,2688,0,1449,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,689,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,2572,2189,2949,3513,4680,0,0,0,1275,1957,3823,305,0,162,3427,675,0,1579,0,0,0,0,0,0,0,0,0,769,0,0,0,0,0,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,4911,0,0,184,0,0,0,120,157,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561197986615887,523,0,0,1435,2969,1899,502,3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,2119,3237,3765,1167,1621,1501,0,0,2419,1870,2325,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198202348389,541,0,0,2701,810,0,0,0,367,0,0,1670,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,2329,0,2053,0,0,0,0,0,2643,0,0,436,2569,465,1050,4271,285,0,0,0,0,0,0,0,0,0,0,0,3961,0,0,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,1538,0,2854,0,0,0,0,0,0,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198173409481,297,201,0,1396,0,0,0,240,0,389,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,0,0,0,0,0,0,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a bean,0,1903,0,2355,2173,0,0,0,0,0,0,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1507,0,3084,36,0,0,0,4933,1963,0,1010,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,32,0,0,0,0,0,0,658,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0
ID:76561198159160463,0,0,0,0,1947,1029,0,2846,0,0,1670,0,798,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,3269,2263,1759,117,1852,2475,2376,1384,484,2745,672,0,0,3272,0,0,0,0,121,0,0,0,0,0,934,0,987,0,0,552,0,0,3979,243,0,0,0,0,0,0,0,0,0,0,0,0,4706,561,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,3181,0,0,0,0,0,0,0,0,0,0
